"FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","P2_8","FAC_HOG","TLOC","REGION","P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2"
3698,1,1,53,617,1,4232,1,4,3,4,1,1,2,5,2
3698,1,2,53,617,1,4232,1,4,3,4,1,1,2,5,2
3699,2,1,53,617,2,4232,1,4,2,3,1,1,1,3,1
3700,4,1,53,617,2,4232,1,4,1,1,0,2,1,3,1
3701,5,1,53,617,2,4232,1,4,2,5,1,1,1,4,1
3702,1,1,53,618,2,2758,1,4,2,2,1,2,2,4,1
3703,2,1,53,618,1,2758,1,4,1,2,0,2,2,2,1
3704,3,1,53,618,1,2758,1,4,2,3,1,2,1,2,1
3705,4,1,53,618,2,2758,1,4,3,6,2,1,1,3,1
3706,5,1,53,618,1,2758,1,4,1,1,1,2,2,3,1
3707,1,1,53,619,1,2396,1,4,1,2,1,2,1,1,1
3708,2,1,53,619,2,2396,1,4,1,2,0,2,2,2,1
3709,3,1,53,619,1,2396,1,4,1,2,1,1,2,1,1
3710,4,1,53,619,3,2396,1,4,3,5,1,1,1,7,1
3711,5,1,53,619,2,2396,1,4,2,2,1,2,1,2,1
3712,2,1,55,620,2,3420,1,4,2,4,2,1,1,2,1
3713,3,1,55,620,2,3420,1,4,2,5,3,1,1,2,1
3714,4,1,55,620,2,3420,1,4,1,2,1,2,1,4,1
3715,5,1,55,620,1,3420,1,4,3,5,2,1,1,1,1
3716,1,1,53,621,2,2105,1,4,1,2,0,2,2,4,1
3717,2,1,53,621,2,2105,1,4,2,3,1,2,1,4,1
3718,3,1,53,621,1,2105,1,4,1,2,1,2,1,1,1
3719,4,1,53,621,1,2105,1,4,2,3,0,2,2,4,1
3720,5,1,53,621,2,2105,1,4,1,2,1,2,2,2,1
3721,1,1,53,622,1,3213,1,4,2,5,1,2,1,1,1
3722,2,1,53,622,2,3213,1,4,3,5,1,2,1,3,1
3723,3,1,53,622,2,3213,1,4,3,6,2,1,1,5,1
3724,4,1,53,622,3,3213,1,4,3,5,1,1,1,4,1
3725,5,1,53,622,2,3213,1,4,3,6,1,2,1,5,1
3726,1,1,53,623,1,3381,1,4,1,2,0,2,1,4,1
3727,2,1,53,623,2,3381,1,4,2,4,1,1,1,3,1
3728,3,1,53,623,1,3381,1,4,3,5,1,1,1,4,1
3729,4,1,53,623,1,3381,1,4,3,7,1,2,1,6,2
3729,4,2,53,623,2,3381,1,4,3,7,1,2,1,6,2
3730,5,1,53,623,5,3381,1,4,1,2,0,2,1,5,1
3731,1,1,55,624,1,2270,1,4,1,2,0,2,2,1,1
3732,2,1,55,624,1,2270,1,4,3,5,1,2,1,6,1
3733,3,1,55,624,1,2270,1,4,2,5,1,2,1,5,1
3734,4,1,55,624,2,2270,1,4,2,6,1,2,1,3,1
3735,5,1,55,624,2,2270,1,4,3,6,0,2,2,2,1
3736,1,1,54,625,1,2882,1,4,1,1,0,2,1,1,1
3737,2,1,54,625,1,2882,1,4,2,3,1,2,1,9,2
3737,2,2,54,625,2,2882,1,4,2,3,1,2,1,9,2
3738,3,1,54,625,1,2882,1,4,1,3,1,2,1,2,1
3739,5,1,54,625,1,2882,1,4,1,1,0,2,2,2,1
3740,1,1,53,626,2,3226,1,4,3,5,2,1,1,2,1
3741,2,1,53,626,2,3226,1,4,1,4,1,1,2,3,1
3742,3,1,53,626,1,3226,1,4,3,5,1,2,1,7,1
3743,5,1,53,626,2,3226,1,4,3,4,0,2,2,4,1
3744,1,1,54,627,3,3647,1,4,2,4,1,1,1,8,1
3745,2,1,54,627,0,3647,1,4,2,3,1,2,2,1,1
3746,3,1,54,627,1,3647,1,4,3,6,1,1,1,6,1
3747,4,1,54,627,1,3647,1,4,2,5,1,1,2,2,1
3748,5,1,54,627,2,3647,1,4,2,4,1,1,1,3,1
3749,3,1,54,628,1,3313,1,4,2,3,1,2,1,4,1
3750,4,1,54,628,1,3313,1,4,1,2,0,2,2,3,1
3751,5,1,54,628,1,3313,1,4,2,5,2,1,1,1,1
3752,1,1,53,629,1,3286,1,4,1,3,0,2,1,2,1
3753,2,1,53,629,2,3286,1,4,2,4,1,1,1,4,1
3754,3,1,53,629,1,3286,1,4,1,1,0,2,2,3,1
3755,4,1,53,629,1,3286,1,4,1,2,0,2,2,2,1
3756,5,1,53,629,2,3286,1,4,1,2,0,2,1,4,1
3757,1,1,54,630,1,3233,1,4,2,4,1,2,1,2,1
3758,3,1,54,630,1,3233,1,4,2,4,1,1,1,5,1
3759,4,1,54,630,1,3233,1,4,2,2,1,2,2,2,2
3759,4,2,54,630,1,3233,1,4,2,2,1,2,2,2,2
3760,5,1,54,630,1,3233,1,4,2,4,1,2,2,1,1
3761,1,1,54,631,2,3043,1,4,1,4,1,1,1,3,1
3762,2,1,54,631,1,3043,1,4,3,6,1,1,1,5,1
3763,3,1,54,631,1,3043,1,4,2,5,1,2,1,1,1
3764,4,1,54,631,3,3043,1,4,2,5,1,2,1,3,1
3765,5,1,54,631,0,3043,1,4,1,2,1,2,1,2,1
3766,1,1,53,632,1,3999,1,4,1,1,0,2,2,1,1
3767,2,1,53,632,2,3999,1,4,2,4,1,2,1,2,1
3768,3,1,53,632,1,3999,1,4,2,4,0,2,2,2,1
3769,4,1,53,632,2,3999,1,4,3,6,1,1,1,4,1
3770,5,1,53,632,1,3999,1,4,1,2,1,2,1,2,1
3771,1,1,54,633,1,4049,1,4,1,1,1,2,1,1,1
3772,2,1,54,633,3,4049,1,4,2,3,1,1,1,4,1
3773,4,1,54,633,2,4049,1,4,3,3,1,1,1,4,1
3774,5,1,54,633,0,4049,1,4,2,3,1,1,1,3,1
3775,2,1,54,634,2,2756,1,4,2,3,1,2,2,6,1
3776,5,1,54,634,2,2756,1,4,1,3,1,2,1,4,1
3777,2,1,55,635,0,3833,1,4,2,5,1,1,1,2,1
3778,4,1,55,635,1,3833,1,4,1,3,2,2,2,2,1
3779,5,1,55,635,2,3833,1,4,2,5,2,1,1,3,1
3780,1,1,54,636,1,3795,1,4,1,2,1,2,1,1,1
3781,3,1,54,636,1,3795,1,4,1,2,1,2,2,3,1
3782,4,1,54,636,2,3795,1,4,3,6,1,1,1,4,1
3783,5,1,54,636,2,3795,1,4,1,2,1,2,2,2,1
3784,1,1,54,637,1,3140,1,4,3,5,3,1,1,4,1
3785,2,1,54,637,0,3140,1,4,3,4,2,1,1,3,1
3786,3,1,54,637,1,3140,1,4,1,4,1,2,1,1,1
3787,5,1,54,637,1,3140,1,4,2,3,1,2,1,2,1
3788,2,1,55,638,2,3221,1,4,1,4,1,1,1,2,1
3789,3,1,55,638,2,3221,1,4,3,5,1,2,1,4,1
3790,4,1,55,638,0,3221,1,4,2,5,1,2,1,3,1
3791,1,1,54,639,1,2738,1,4,2,4,1,1,1,3,1
3792,2,1,54,639,2,2738,1,4,3,5,2,1,1,3,1
3793,3,1,54,639,2,2738,1,4,3,6,2,2,1,4,1
3794,4,1,54,639,1,2738,1,4,1,4,1,1,1,2,1
3795,5,1,54,639,1,2738,1,4,2,3,1,1,1,4,1
3796,1,1,54,640,1,2660,1,4,1,3,1,2,2,1,1
3797,2,1,54,640,0,2660,1,4,1,3,1,2,1,2,1
3798,3,1,54,640,2,2660,1,4,2,4,2,1,1,4,1
3799,4,1,54,640,1,2660,1,4,1,3,1,1,2,1,1
3800,1,1,53,641,2,3997,1,4,3,6,0,1,1,6,1
3801,2,1,53,641,1,3997,1,4,1,1,0,2,2,3,1
3802,3,1,53,641,2,3997,1,4,3,5,1,1,1,5,1
3803,4,1,53,641,2,3997,1,4,1,1,0,2,2,3,1
3804,5,1,53,641,0,3997,1,4,1,4,1,2,2,1,1
3805,2,1,54,642,2,3240,1,4,1,3,1,2,1,2,1
3806,3,1,54,642,1,3240,1,4,2,4,1,1,1,4,1
3807,4,1,54,642,2,3240,1,4,3,4,1,2,1,6,1
3808,5,1,54,642,2,3240,1,4,1,4,1,1,1,2,1
3809,1,1,54,643,1,3333,1,4,3,6,1,2,1,4,1
3810,2,1,54,643,0,3333,1,4,1,5,2,2,1,1,1
3811,3,1,54,643,2,3333,1,4,2,4,1,1,1,3,1
3812,4,1,54,643,2,3333,1,4,2,4,1,2,1,4,1
3813,5,1,54,643,0,3333,1,4,1,4,1,1,1,2,1
3814,1,1,54,644,2,3025,1,4,5,7,2,1,1,5,1
3815,3,1,54,644,2,3025,1,4,1,2,1,2,1,4,1
3816,4,1,54,644,2,3025,1,4,3,4,1,2,1,4,1
3817,5,1,54,644,0,3025,1,4,1,4,1,2,2,2,1
3818,1,1,54,645,1,3104,1,4,2,4,1,2,1,2,1
3819,2,1,54,645,1,3104,1,4,1,4,1,2,2,2,1
3820,3,1,54,645,2,3104,1,4,2,3,1,2,2,3,1
3821,4,1,54,645,2,3104,1,4,2,5,2,1,1,4,1
3822,5,1,54,645,3,3104,1,4,3,5,1,2,1,4,1
3823,1,1,53,646,1,3214,1,4,1,3,2,2,2,1,1
3824,2,1,53,646,2,3214,1,4,3,5,1,2,1,7,1
3825,3,1,53,646,3,3214,1,4,4,6,1,2,1,5,1
3826,4,1,53,646,3,3214,1,4,3,6,2,2,1,4,1
3827,1,1,53,647,2,4725,1,4,1,1,1,2,1,2,1
3828,2,1,53,647,1,4725,1,4,2,4,1,1,1,3,1
3829,3,1,53,647,3,4725,1,4,4,5,2,2,1,7,1
3830,4,1,53,647,1,4725,1,4,2,4,0,2,1,4,1
3831,5,1,53,647,1,4725,1,4,1,1,0,2,2,2,1
3832,1,1,54,648,3,3403,1,4,2,4,1,2,1,5,1
3833,2,1,54,648,3,3403,1,4,3,4,2,1,1,6,1
3834,3,1,54,648,1,3403,1,4,1,2,1,2,1,1,1
3835,4,1,54,648,2,3403,1,4,2,3,1,2,1,2,1
3836,5,1,54,648,2,3403,1,4,4,7,3,1,1,5,1
3837,1,1,53,649,1,2415,1,4,1,3,1,2,1,5,1
3838,2,1,53,649,2,2415,1,4,1,2,1,2,1,3,1
3839,3,1,53,649,1,2415,1,4,3,4,0,2,1,3,1
3840,4,1,53,649,3,2415,1,4,3,3,1,2,2,8,1
3841,5,1,53,649,2,2415,1,4,3,5,1,1,1,6,1
3842,1,1,55,650,1,2996,1,4,1,4,2,1,1,1,1
3843,2,1,55,650,1,2996,1,4,2,5,1,1,1,2,1
3844,5,1,55,650,1,2996,1,4,4,6,1,2,1,3,1
3845,1,1,54,651,3,2511,1,4,3,7,2,1,1,3,1
3846,2,1,54,651,1,2511,1,4,4,6,2,2,1,4,1
3847,3,1,54,651,2,2511,1,4,1,3,1,2,1,2,1
3848,4,1,54,651,2,2511,1,4,1,3,1,1,1,2,1
3849,5,1,54,651,1,2511,1,4,2,5,2,2,1,2,1
3850,1,1,55,652,0,4458,1,4,2,3,1,2,1,1,1
3851,3,1,55,652,2,4458,1,4,4,4,2,1,1,4,1
3852,4,1,55,652,2,4458,1,4,2,3,1,2,1,3,1
3853,5,1,55,652,2,4458,1,4,3,6,2,1,1,4,1
3854,1,1,55,653,1,2627,1,4,1,3,2,2,1,2,1
3855,2,1,55,653,2,2627,1,4,1,5,1,2,1,2,1
3856,4,1,55,653,2,2627,1,4,1,5,1,1,1,2,1
3857,5,1,55,653,4,2627,1,4,3,5,1,1,1,4,1
3858,1,1,55,654,1,3043,1,4,2,4,3,1,1,2,1
3859,2,1,55,654,0,3043,1,4,2,4,3,1,1,1,1
3860,3,1,55,654,2,3043,1,4,1,4,1,1,1,2,1
3861,4,1,55,654,2,3043,1,4,2,2,1,1,1,3,1
3862,5,1,55,654,1,3043,1,4,2,5,1,1,1,4,1
3863,1,1,54,655,1,3738,1,4,1,3,1,1,2,1,1
3864,2,1,54,655,2,3738,1,4,1,1,1,2,2,2,1
3865,3,1,54,655,4,3738,1,4,2,4,1,1,1,5,1
3866,4,1,54,655,1,3738,1,4,1,3,1,1,1,1,1
3867,1,1,54,656,2,3148,1,4,2,3,1,2,1,2,1
3868,2,1,54,656,1,3148,1,4,1,4,1,1,1,1,1
3869,5,1,54,656,1,3148,1,4,2,5,1,1,1,1,1
3870,1,1,55,657,1,3411,1,4,2,6,2,2,1,2,1
3871,2,1,55,657,2,3411,1,4,2,3,3,1,1,3,1
3872,3,1,55,657,1,3411,1,4,1,5,2,1,1,1,1
3873,4,1,55,657,6,3411,1,4,4,5,1,1,1,6,1
3874,5,1,55,657,1,3411,1,4,3,6,3,1,1,5,1
3875,1,1,55,658,2,3585,1,4,3,5,1,1,1,4,1
3876,2,1,55,658,2,3585,1,4,1,4,2,1,1,2,1
3877,3,1,55,658,2,3585,1,4,1,2,1,2,1,2,1
3878,4,1,55,658,0,3585,1,4,1,5,1,1,1,2,1
3879,5,1,55,658,3,3585,1,4,2,3,1,1,1,3,1
3880,1,1,55,659,3,3191,1,4,3,5,3,1,1,4,1
3881,2,1,55,659,1,3191,1,4,2,4,1,1,1,1,1
3882,3,1,55,659,2,3191,1,4,2,4,3,1,1,2,1
3883,5,1,55,659,1,3191,1,4,1,4,1,2,1,1,1
3884,1,1,55,660,1,2806,1,4,3,4,2,1,1,5,1
3885,2,1,55,660,1,2806,1,4,3,3,2,1,1,3,1
3886,3,1,55,660,2,2806,1,4,2,4,3,1,1,3,1
3887,4,1,55,660,1,2806,1,4,3,5,3,1,1,4,1
3888,5,1,55,660,2,2806,1,4,1,4,2,1,1,2,1
3889,1,1,55,661,0,4933,1,4,2,4,2,2,1,3,1
3890,3,1,55,661,1,4933,1,4,2,5,2,1,1,4,1
3891,4,1,55,661,2,4933,1,4,2,3,1,1,1,3,1
3892,5,1,55,661,3,4933,1,4,3,5,2,1,1,3,1
3893,2,1,54,662,2,2599,1,4,2,5,2,1,1,3,1
3894,3,1,54,662,1,2599,1,4,2,4,1,1,1,1,1
3895,4,1,54,662,1,2599,1,4,2,4,1,2,1,4,1
3896,5,1,54,662,1,2599,1,4,2,4,2,1,1,3,1
3897,1,1,54,663,1,3204,1,4,1,4,1,2,2,2,1
3898,3,1,54,663,2,3204,1,4,2,5,2,1,1,3,1
3899,4,1,54,663,0,3204,1,4,1,4,1,1,1,1,1
3900,5,1,54,663,2,3204,1,4,3,4,1,2,1,3,1
3901,1,1,54,664,2,2595,1,4,2,4,1,1,1,3,1
3902,2,1,54,664,2,2595,1,4,1,3,1,2,1,2,1
3903,3,1,54,664,2,2595,1,4,1,3,1,1,1,2,1
3904,4,1,54,664,3,2595,1,4,3,5,1,1,1,6,1
3905,5,1,54,664,3,2595,1,4,1,1,1,2,1,3,1
3906,1,1,54,665,3,1998,1,4,3,6,2,1,1,4,1
3907,2,1,54,665,1,1998,1,4,1,4,1,2,1,1,1
3908,3,1,54,665,1,1998,1,4,2,5,1,2,1,2,1
3909,4,1,54,665,0,1998,1,4,1,2,1,2,1,2,1
3910,5,1,54,665,0,1998,1,4,1,2,1,2,2,1,1
3911,1,1,54,666,1,5506,1,4,1,4,1,2,1,1,1
3912,2,1,54,666,1,5506,1,4,2,3,1,2,1,3,1
3913,3,1,54,666,2,5506,1,4,2,3,1,1,1,4,1
3914,4,1,54,666,0,5506,1,4,2,2,1,2,2,4,1
3915,5,1,54,666,2,5506,1,4,2,4,1,2,1,2,1
3916,1,1,55,667,1,2706,1,4,2,4,1,1,1,3,1
3917,2,1,55,667,0,2706,1,4,2,4,1,2,1,2,1
3918,3,1,55,667,2,2706,1,4,2,4,2,1,1,5,1
3919,4,1,55,667,0,2706,1,4,2,3,1,2,2,2,1
3920,5,1,55,667,2,2706,1,4,2,4,1,1,1,4,1
3921,2,1,54,668,3,3520,1,4,3,4,2,1,1,4,1
3922,3,1,54,668,3,3520,1,4,2,6,2,1,1,3,1
3923,5,1,54,668,1,3520,1,4,2,4,1,2,1,2,1
3924,1,1,53,669,0,2847,1,4,1,1,0,2,2,1,1
3925,3,1,53,669,1,2847,1,4,1,3,1,1,1,1,1
3926,1,1,55,670,1,1906,1,4,2,4,1,1,1,2,1
3927,2,1,55,670,2,1906,1,4,1,6,2,1,1,2,1
3928,4,1,55,670,2,1906,1,4,3,5,2,2,1,3,1
3929,5,1,55,670,1,1906,1,4,2,4,1,1,1,1,1
3930,2,1,55,671,1,3445,1,4,2,5,1,2,1,3,1
3931,3,1,55,671,0,3445,1,4,1,4,1,2,1,1,1
3932,4,1,55,671,2,3445,1,4,1,4,1,1,1,2,1
3933,5,1,55,671,1,3445,1,4,1,4,1,1,1,1,1
3934,1,1,55,672,2,3423,1,4,2,3,1,1,1,2,1
3935,4,1,55,672,3,3423,1,4,3,6,1,1,1,4,1
3936,5,1,55,672,0,3423,1,4,1,3,1,1,1,2,1
3937,1,1,54,673,1,3504,1,4,5,10,4,1,1,2,1
3938,2,1,54,673,1,3504,1,4,2,4,1,2,1,4,1
3939,4,1,54,673,1,3504,1,4,2,4,1,2,1,1,1
3940,5,1,54,673,1,3504,1,4,2,4,1,2,1,2,1
3941,1,1,54,674,1,2579,1,4,2,5,1,2,1,2,1
3942,2,1,54,674,2,2579,1,4,2,5,1,1,1,2,1
3943,3,1,54,674,2,2579,1,4,1,3,1,2,1,2,1
3944,4,1,54,674,1,2579,1,4,1,3,1,2,1,1,1
3945,5,1,54,674,1,2579,1,4,2,4,1,2,1,2,1
3946,1,1,54,675,1,2772,1,4,2,4,1,2,2,1,1
3947,2,1,54,675,2,2772,1,4,1,3,1,1,2,2,1
3948,3,1,54,675,1,2772,1,4,1,4,1,2,2,1,1
3949,4,1,54,675,2,2772,1,4,2,4,1,2,1,5,1
3950,5,1,54,675,5,2772,1,4,2,6,2,2,1,5,1
3951,3,1,54,676,1,2656,1,4,2,4,1,1,1,1,1
3952,4,1,54,676,1,2656,1,4,2,4,1,2,1,3,1
3953,5,1,54,676,1,2656,1,4,1,3,1,2,1,1,1
3954,1,1,55,677,3,3388,1,4,3,5,2,1,1,4,1
3955,2,1,55,677,0,3388,1,4,2,5,1,2,2,1,1
3956,3,1,55,677,2,3388,1,4,2,5,1,1,1,2,1
3957,4,1,55,677,3,3388,1,4,2,4,1,1,1,4,1
3958,5,1,55,677,1,3388,1,4,1,5,1,2,1,1,1
3959,1,1,54,678,2,2424,1,4,3,7,2,2,1,3,1
3960,2,1,54,678,1,2424,1,4,2,5,1,1,1,5,1
3961,4,1,54,678,3,2424,1,4,4,9,2,1,1,8,1
3962,5,1,54,678,1,2424,1,4,2,4,2,2,1,2,1
3963,1,1,55,679,1,2751,1,4,1,3,1,2,1,1,1
3964,2,1,55,679,1,2751,1,4,1,5,1,1,1,1,1
3965,3,1,55,679,2,2751,1,4,2,5,1,2,1,2,1
3966,4,1,55,679,1,2751,1,4,1,4,1,1,1,1,1
3967,5,1,55,679,2,2751,1,4,2,3,1,2,1,2,1
3968,2,1,53,680,1,3534,1,4,1,2,1,2,2,4,1
3969,3,1,53,680,2,3534,1,4,2,2,2,1,1,6,1
3970,4,1,53,680,3,3534,1,4,2,3,1,2,1,3,1
3971,5,1,53,680,0,3534,1,4,2,5,1,2,1,2,1
3972,1,1,53,681,1,2752,1,4,1,1,1,2,2,1,1
3973,3,1,53,681,1,2752,1,4,1,2,1,2,2,3,1
3974,4,1,53,681,2,2752,1,4,2,3,1,2,1,3,1
3975,5,1,53,681,1,2752,1,4,1,1,1,2,2,1,1
3976,1,1,53,682,1,2854,1,4,1,3,1,2,1,1,1
3977,2,1,53,682,2,2854,1,4,2,5,1,2,1,4,1
3978,3,1,53,682,0,2854,1,4,1,4,1,1,2,1,1
3979,5,1,53,682,5,2854,1,4,3,3,1,1,1,5,1
3980,1,1,54,683,1,2822,1,4,1,5,1,2,1,1,1
3981,2,1,54,683,1,2822,1,4,1,4,1,2,1,1,1
3982,4,1,54,683,4,2822,1,4,3,5,1,1,1,4,1
3983,5,1,54,683,1,2822,1,4,2,3,1,1,1,3,1
3984,1,1,53,684,5,2096,1,4,4,10,1,1,1,9,1
3985,2,1,53,684,1,2096,1,4,2,4,1,2,1,1,1
3986,3,1,53,684,2,2096,1,4,2,3,1,2,1,3,1
3987,4,1,53,684,3,2096,1,4,3,5,1,1,1,8,1
3988,5,1,53,684,2,2096,1,4,1,2,1,2,1,2,1
3989,1,1,53,685,1,2369,1,4,2,4,1,2,1,3,1
3990,2,1,53,685,2,2369,1,4,2,5,1,1,1,3,1
3991,3,1,53,685,1,2369,1,4,1,3,1,2,1,1,1
3992,4,1,53,685,1,2369,1,4,1,3,1,2,1,3,1
3993,5,1,53,685,3,2369,1,4,1,2,1,1,1,5,1
3994,1,1,54,686,2,2921,1,4,3,5,1,1,1,4,1
3995,2,1,54,686,4,2921,1,4,2,3,1,1,1,4,1
3996,3,1,54,686,1,2921,1,4,1,2,1,1,1,2,1
3997,4,1,54,686,1,2921,1,4,3,3,1,2,1,1,1
3998,5,1,54,686,2,2921,1,4,2,4,1,1,1,4,1
3999,1,1,53,687,1,2431,1,4,1,2,1,2,1,1,1
4000,2,1,53,687,2,2431,1,4,2,5,1,2,1,6,1
4001,3,1,53,687,3,2431,1,4,1,4,1,2,1,5,1
4002,4,1,53,687,2,2431,1,4,2,3,1,2,1,4,1
4003,5,1,53,687,2,2431,1,4,2,2,1,2,1,4,1
4004,1,1,53,688,2,3384,1,4,2,3,1,2,1,2,1
4005,2,1,53,688,2,3384,1,4,1,2,1,1,1,2,1
4006,3,1,53,688,0,3384,1,4,1,2,1,2,1,1,1
4007,4,1,53,688,1,3384,1,4,2,4,1,2,1,4,1
4008,5,1,53,688,1,3384,1,4,1,3,1,1,1,3,1
4009,2,1,54,689,2,2918,1,4,3,5,1,1,1,6,1
4010,3,1,54,689,1,2918,1,4,2,4,1,2,1,2,1
4011,4,1,54,689,2,2918,1,4,3,5,1,1,1,4,1
4012,2,1,53,690,2,3684,1,4,3,3,1,2,2,4,1
4013,3,1,53,690,2,3684,1,4,1,2,1,2,2,2,1
4014,4,1,53,690,1,3684,1,4,2,4,1,2,1,6,1
4015,5,1,53,690,1,3684,1,4,2,3,1,2,1,3,1
4016,1,1,53,691,4,2683,1,4,2,3,1,2,1,4,1
4017,2,1,53,691,1,2683,1,4,1,2,1,2,1,3,1
4018,3,1,53,691,2,2683,1,4,2,4,1,1,1,3,1
4019,4,1,53,691,0,2683,1,4,2,4,1,2,1,3,1
4020,5,1,53,691,5,2683,1,4,2,3,1,2,1,8,1
4021,1,1,54,692,2,3225,1,4,2,3,1,2,1,4,1
4022,2,1,54,692,0,3225,1,4,2,4,1,2,1,1,1
4023,3,1,54,692,1,3225,1,4,1,4,1,2,1,1,1
4024,4,1,54,692,2,3225,1,4,2,3,1,2,1,4,1
4025,1,1,55,693,0,3852,1,4,4,7,2,1,1,2,1
4026,2,1,55,693,0,3852,1,4,2,4,1,1,1,1,1
4027,3,1,55,693,0,3852,1,4,2,5,1,1,1,2,1
4028,4,1,55,693,5,3852,1,4,2,5,1,1,1,5,1
4029,5,1,55,693,0,3852,1,4,3,5,2,1,1,2,1
4030,1,1,54,694,1,3337,1,4,1,3,1,1,1,2,1
4031,2,1,54,694,0,3337,1,4,2,4,1,1,1,2,1
4032,3,1,54,694,2,3337,1,4,2,5,1,1,1,2,1
4033,4,1,54,694,2,3337,1,4,3,5,1,1,1,3,1
4034,5,1,54,694,0,3337,1,4,3,6,2,1,1,2,1
4035,1,1,54,695,1,2830,1,4,2,4,1,1,1,1,1
4036,2,1,54,695,1,2830,1,4,2,3,1,1,1,1,1
4037,3,1,54,695,1,2830,1,4,4,7,1,1,1,3,1
4038,4,1,54,695,2,2830,1,4,2,3,1,1,1,2,1
4039,1,1,53,696,0,2475,1,4,1,2,1,2,1,1,1
4040,2,1,53,696,2,2475,1,4,1,2,1,2,1,2,1
4041,3,1,53,696,1,2475,1,4,3,3,1,1,1,2,1
4042,4,1,53,696,1,2475,1,4,2,3,1,1,1,1,1
4043,5,1,53,696,1,2475,1,4,3,6,1,1,1,4,1
4044,1,1,54,697,0,2529,1,4,1,1,1,2,2,1,1
4045,2,1,54,697,1,2529,1,4,3,5,1,2,1,1,1
4046,3,1,54,697,1,2529,1,4,3,5,1,2,1,3,1
4047,4,1,54,697,1,2529,1,4,1,2,1,2,1,1,1
4048,5,1,54,697,3,2529,1,4,2,3,1,2,1,5,1
4049,1,1,54,698,0,2939,1,4,2,3,1,2,1,2,1
4050,3,1,54,698,2,2939,1,4,2,3,1,1,1,3,1
4051,4,1,54,698,2,2939,1,4,1,2,1,1,1,2,1
4052,5,1,54,698,3,2939,1,4,2,4,1,1,1,3,1
4053,2,1,54,699,1,5838,1,4,2,3,1,1,1,3,1
4054,3,1,54,699,0,5838,1,4,2,3,1,2,2,2,1
4055,4,1,54,699,3,5838,1,4,2,3,1,2,1,3,1
4056,5,1,54,699,2,5838,1,4,2,3,1,2,1,3,1
4057,1,1,56,700,2,3648,2,4,3,4,1,1,1,4,1
4058,2,1,56,700,1,3648,2,4,2,4,0,2,2,4,1
4059,4,1,56,700,1,3648,2,4,1,4,0,2,1,1,1
4060,5,1,56,700,2,3648,2,4,3,6,1,1,1,4,1
4061,1,1,56,701,1,5357,2,4,1,1,0,2,2,2,1
4062,2,1,56,701,1,5357,2,4,2,3,1,1,1,3,1
4063,4,1,56,701,2,5357,2,4,1,2,0,2,2,3,1
4064,5,1,56,701,1,5357,2,4,1,2,0,2,2,4,1
4065,1,1,56,702,1,4606,2,4,2,4,1,2,1,3,1
4066,2,1,56,702,2,4606,2,4,1,3,1,1,1,2,1
4067,3,1,56,702,1,4606,2,4,2,4,1,2,1,3,1
4068,5,1,56,702,1,4606,2,4,1,1,0,2,2,1,1
4069,1,1,57,703,1,2795,3,4,3,5,0,2,1,3,1
4070,2,1,57,703,1,2795,3,4,4,6,0,1,1,5,1
4071,3,1,57,703,1,2795,3,4,1,1,0,2,2,4,1
4072,4,1,57,703,0,2795,3,4,3,3,1,2,1,2,1
4073,5,1,57,703,2,2795,3,4,2,5,2,1,1,2,1
4074,1,1,57,704,2,2244,3,4,2,3,0,2,1,5,1
4075,2,1,57,704,2,2244,3,4,3,5,1,1,1,4,1
4076,3,1,57,704,3,2244,3,4,2,7,1,2,2,3,1
4077,4,1,57,704,2,2244,3,4,1,3,0,2,1,2,1
4078,5,1,57,704,1,2244,3,4,2,5,0,1,1,5,1
4079,1,1,53,705,2,4211,1,4,2,4,2,2,1,2,1
4080,2,1,53,705,1,4211,1,4,2,4,1,1,1,2,1
4081,3,1,53,705,2,4211,1,4,1,3,1,2,1,2,1
4082,4,1,53,705,1,4211,1,4,2,4,2,1,1,1,1
4083,1,1,54,706,2,3928,1,4,2,3,1,2,1,5,1
4084,2,1,54,706,3,3928,1,4,3,4,1,2,1,7,1
4085,3,1,54,706,1,3928,1,4,3,5,1,1,1,5,1
4086,4,1,54,706,1,3928,1,4,1,1,0,2,2,3,1
4087,5,1,54,706,1,3928,1,4,3,3,1,1,1,1,1
4088,1,1,54,707,0,3058,1,4,2,5,2,1,1,1,1
4089,2,1,54,707,1,3058,1,4,2,5,2,1,1,2,1
4090,4,1,54,707,1,3058,1,4,2,3,2,1,1,2,1
4091,5,1,54,707,2,3058,1,4,1,4,2,1,1,2,1
4092,1,1,53,708,2,2950,1,4,1,2,1,1,1,2,1
4093,2,1,53,708,2,2950,1,4,3,5,2,1,1,2,1
4094,3,1,53,708,0,2950,1,4,1,2,0,2,1,1,1
4095,4,1,53,708,1,2950,1,4,2,4,1,2,1,3,1
4096,1,1,54,709,1,3033,1,4,1,5,1,1,1,2,1
4097,2,1,54,709,1,3033,1,4,1,5,2,1,1,1,1
4098,5,1,54,709,1,3033,1,4,1,5,2,1,1,1,1
4099,1,1,54,710,2,2750,1,4,2,3,1,2,1,4,1
4100,2,1,54,710,2,2750,1,4,1,4,1,2,1,2,1
4101,3,1,54,710,2,2750,1,4,2,3,2,1,1,2,1
