"VIV_SEL","HOGAR","N_REN","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FACTOR"
11,1,1,3,2,69,9,638,2404173,4379
12,1,1,3,2,60,9,638,2404173,4379
13,1,1,3,1,68,9,638,2404173,4379
13,1,2,3,2,60,9,638,2404173,4379
13,1,3,3,1,25,9,638,2404173,4379
14,1,1,3,1,27,9,638,2404173,4379
14,1,2,3,2,26,9,638,2404173,4379
14,1,3,3,1,6,9,638,2404173,4379
15,1,1,3,2,32,9,638,2404173,4379
15,1,2,3,2,15,9,638,2404173,4379
15,1,3,3,2,8,9,638,2404173,4379
15,1,4,3,2,5,9,638,2404173,4379
16,1,1,3,1,30,9,638,2404173,4379
16,1,2,3,2,21,9,638,2404173,4379
16,1,3,3,1,5,9,638,2404173,4379
16,1,4,3,2,3,9,638,2404173,4379
17,1,1,3,1,53,9,638,2404173,4379
17,1,2,3,2,50,9,638,2404173,4379
17,1,3,3,1,36,9,638,2404173,4379
17,1,4,3,2,27,9,638,2404173,4379
17,1,5,3,1,20,9,638,2404173,4379
17,1,6,3,2,3,9,638,2404173,4379
18,1,1,3,2,41,9,638,2404173,4379
18,1,2,3,1,48,9,638,2404173,4379
18,1,3,3,1,15,9,638,2404173,4379
19,1,1,3,1,62,9,638,2404173,4379
19,1,2,3,1,27,9,638,2404173,4379
19,1,3,3,2,89,9,638,2404173,4379
20,1,1,3,1,48,9,638,2404173,4379
20,1,2,3,2,39,9,638,2404173,4379
20,1,3,3,1,19,9,638,2404173,4379
20,1,4,3,2,15,9,638,2404173,4379
20,1,5,3,1,13,9,638,2404173,4379
1,1,1,4,1,25,11,639,2460133,5365
1,1,2,4,2,24,11,639,2460133,5365
1,1,3,4,2,7,11,639,2460133,5365
1,1,4,4,2,6,11,639,2460133,5365
1,1,5,4,2,2,11,639,2460133,5365
2,1,1,4,1,44,11,639,2460133,5365
2,1,2,4,2,40,11,639,2460133,5365
2,1,3,4,2,23,11,639,2460133,5365
2,1,4,4,1,19,11,639,2460133,5365
2,1,5,4,2,17,11,639,2460133,5365
2,1,6,4,1,9,11,639,2460133,5365
2,1,7,4,2,5,11,639,2460133,5365
2,1,8,4,2,0,11,639,2460133,5365
3,1,1,4,2,32,11,639,2460133,5365
3,1,2,4,2,13,11,639,2460133,5365
3,1,3,4,1,11,11,639,2460133,5365
5,1,1,4,1,38,11,639,2460133,5365
5,1,2,4,2,37,11,639,2460133,5365
5,1,3,4,1,19,11,639,2460133,5365
5,1,4,4,1,18,11,639,2460133,5365
5,1,5,4,2,17,11,639,2460133,5365
5,1,6,4,1,12,11,639,2460133,5365
5,1,7,4,2,9,11,639,2460133,5365
5,1,8,4,1,6,11,639,2460133,5365
6,1,1,4,2,61,11,639,2460133,5365
6,1,2,4,1,10,11,639,2460133,5365
7,1,1,4,2,70,11,639,2460133,5365
7,1,2,4,2,36,11,639,2460133,5365
7,1,3,4,2,34,11,639,2460133,5365
7,1,4,4,2,35,11,639,2460133,5365
7,1,5,4,1,20,11,639,2460133,5365
8,1,1,4,1,40,11,639,2460133,5365
8,1,2,4,2,40,11,639,2460133,5365
8,1,3,4,2,15,11,639,2460133,5365
8,1,4,4,1,14,11,639,2460133,5365
8,1,5,4,2,13,11,639,2460133,5365
8,1,6,4,1,11,11,639,2460133,5365
8,1,7,4,2,10,11,639,2460133,5365
8,1,8,4,1,8,11,639,2460133,5365
8,1,9,4,2,4,11,639,2460133,5365
10,1,1,4,1,86,11,639,2460133,5365
10,1,2,4,2,80,11,639,2460133,5365
10,1,3,4,2,39,11,639,2460133,5365
10,1,4,4,1,34,11,639,2460133,5365
10,1,5,4,1,16,11,639,2460133,5365
10,1,6,4,2,15,11,639,2460133,5365
10,1,7,4,2,12,11,639,2460133,5365
10,1,8,4,1,7,11,639,2460133,5365
12,1,1,4,1,41,11,639,2460133,5365
12,1,2,4,2,43,11,639,2460133,5365
12,1,3,4,2,19,11,639,2460133,5365
12,1,4,4,1,16,11,639,2460133,5365
13,1,1,4,1,30,11,639,2460133,5365
13,1,2,4,2,31,11,639,2460133,5365
13,1,3,4,1,0,11,639,2460133,5365
14,1,1,4,1,31,11,639,2460133,5365
14,1,2,4,2,33,11,639,2460133,5365
14,1,3,4,2,10,11,639,2460133,5365
14,1,4,4,1,8,11,639,2460133,5365
15,1,1,4,1,32,11,639,2460133,5365
15,1,2,4,2,34,11,639,2460133,5365
15,1,3,4,1,11,11,639,2460133,5365
15,1,4,4,2,5,11,639,2460133,5365
16,1,1,4,1,33,11,639,2460133,5365
16,1,2,4,2,29,11,639,2460133,5365
16,1,3,4,1,10,11,639,2460133,5365
16,1,4,4,1,8,11,639,2460133,5365
16,1,5,4,2,7,11,639,2460133,5365
16,1,6,4,2,4,11,639,2460133,5365
16,1,7,4,1,2,11,639,2460133,5365
16,1,8,4,2,0,11,639,2460133,5365
17,1,1,4,2,33,11,639,2460133,5365
17,1,2,4,1,36,11,639,2460133,5365
17,1,3,4,2,11,11,639,2460133,5365
17,1,4,4,2,10,11,639,2460133,5365
17,1,5,4,2,3,11,639,2460133,5365
18,1,1,4,1,22,11,639,2460133,5365
18,1,2,4,2,21,11,639,2460133,5365
18,1,3,4,1,3,11,639,2460133,5365
18,1,4,4,2,1,11,639,2460133,5365
19,1,1,4,1,39,11,639,2460133,5365
19,1,2,4,2,37,11,639,2460133,5365
19,1,3,4,1,15,11,639,2460133,5365
19,1,4,4,1,2,11,639,2460133,5365
20,1,1,4,1,59,11,639,2460133,5365
20,1,2,4,2,60,11,639,2460133,5365
20,1,3,4,1,20,11,639,2460133,5365
1,1,1,4,1,40,11,640,2460671,5142
1,1,2,4,2,36,11,640,2460671,5142
1,1,3,4,1,15,11,640,2460671,5142
1,1,4,4,1,9,11,640,2460671,5142
1,1,5,4,1,0,11,640,2460671,5142
3,1,1,4,2,43,11,640,2460671,5142
3,1,2,4,2,20,11,640,2460671,5142
3,1,3,4,2,13,11,640,2460671,5142
5,1,1,4,2,23,11,640,2460671,5142
5,1,2,4,1,23,11,640,2460671,5142
6,1,1,4,1,60,11,640,2460671,5142
6,1,2,4,2,56,11,640,2460671,5142
6,1,3,4,2,30,11,640,2460671,5142
6,1,4,4,2,35,11,640,2460671,5142
6,1,5,4,2,25,11,640,2460671,5142
6,1,6,4,1,23,11,640,2460671,5142
6,1,7,4,2,13,11,640,2460671,5142
6,1,8,4,2,11,11,640,2460671,5142
6,1,9,4,2,9,11,640,2460671,5142
6,1,10,4,2,1,11,640,2460671,5142
6,1,11,4,1,1,11,640,2460671,5142
6,1,12,4,2,76,11,640,2460671,5142
6,1,13,4,1,50,11,640,2460671,5142
7,1,1,4,2,42,11,640,2460671,5142
7,1,2,4,1,13,11,640,2460671,5142
7,1,3,4,1,8,11,640,2460671,5142
8,1,1,4,2,35,11,640,2460671,5142
8,1,2,4,2,19,11,640,2460671,5142
8,1,3,4,1,19,11,640,2460671,5142
8,1,4,4,1,10,11,640,2460671,5142
8,1,5,4,1,7,11,640,2460671,5142
8,1,6,4,2,18,11,640,2460671,5142
9,1,1,4,2,51,11,640,2460671,5142
9,1,2,4,2,20,11,640,2460671,5142
11,1,1,4,1,59,11,640,2460671,5142
12,1,1,4,2,42,11,640,2460671,5142
12,1,2,4,2,22,11,640,2460671,5142
12,1,3,4,2,17,11,640,2460671,5142
12,1,4,4,1,16,11,640,2460671,5142
12,1,5,4,2,11,11,640,2460671,5142
12,1,6,4,1,4,11,640,2460671,5142
12,1,7,4,2,1,11,640,2460671,5142
13,1,1,4,1,33,11,640,2460671,5142
13,1,2,4,2,30,11,640,2460671,5142
13,1,3,4,1,7,11,640,2460671,5142
13,1,4,4,1,0,11,640,2460671,5142
14,1,1,4,2,60,11,640,2460671,5142
15,1,1,4,1,36,11,640,2460671,5142
15,1,2,4,2,34,11,640,2460671,5142
15,1,3,4,1,10,11,640,2460671,5142
15,1,4,4,1,2,11,640,2460671,5142
16,1,1,4,1,71,11,640,2460671,5142
16,1,2,4,2,70,11,640,2460671,5142
17,1,1,4,1,28,11,640,2460671,5142
17,1,2,4,2,26,11,640,2460671,5142
17,1,3,4,1,8,11,640,2460671,5142
17,1,4,4,1,7,11,640,2460671,5142
18,1,1,4,1,45,11,640,2460671,5142
18,1,2,4,2,45,11,640,2460671,5142
18,1,3,4,1,19,11,640,2460671,5142
18,1,4,4,2,20,11,640,2460671,5142
18,1,5,4,2,16,11,640,2460671,5142
18,1,6,4,1,14,11,640,2460671,5142
19,1,1,4,1,24,11,640,2460671,5142
19,1,2,4,2,21,11,640,2460671,5142
19,1,3,4,1,2,11,640,2460671,5142
19,1,4,4,1,0,11,640,2460671,5142
2,1,1,4,1,55,11,641,2460804,4406
2,1,2,4,2,46,11,641,2460804,4406
2,1,3,4,1,20,11,641,2460804,4406
2,1,4,4,2,18,11,641,2460804,4406
2,1,5,4,1,0,11,641,2460804,4406
3,1,1,4,2,52,11,641,2460804,4406
3,1,2,4,2,35,11,641,2460804,4406
3,1,3,4,1,17,11,641,2460804,4406
3,1,4,4,1,16,11,641,2460804,4406
3,1,5,4,2,10,11,641,2460804,4406
3,1,6,4,2,3,11,641,2460804,4406
4,1,1,4,1,43,11,641,2460804,4406
4,1,2,4,2,33,11,641,2460804,4406
4,1,3,4,1,12,11,641,2460804,4406
4,1,4,4,1,11,11,641,2460804,4406
4,1,5,4,2,1,11,641,2460804,4406
5,1,1,4,2,59,11,641,2460804,4406
6,1,1,4,1,56,11,641,2460804,4406
6,1,2,4,2,55,11,641,2460804,4406
6,1,3,4,2,35,11,641,2460804,4406
6,1,4,4,2,13,11,641,2460804,4406
6,1,5,4,2,17,11,641,2460804,4406
7,1,1,4,1,65,11,641,2460804,4406
7,1,2,4,2,64,11,641,2460804,4406
7,1,3,4,2,35,11,641,2460804,4406
7,1,4,4,2,11,11,641,2460804,4406
7,2,1,4,2,68,11,641,2460804,4406
7,2,2,4,2,14,11,641,2460804,4406
7,2,3,4,2,13,11,641,2460804,4406
7,2,4,4,2,12,11,641,2460804,4406
7,2,5,4,1,72,11,641,2460804,4406
8,1,1,4,1,66,11,641,2460804,4406
8,1,2,4,2,63,11,641,2460804,4406
9,1,1,4,1,62,11,641,2460804,4406
9,1,2,4,2,57,11,641,2460804,4406
9,1,3,4,1,12,11,641,2460804,4406
10,1,1,4,1,58,11,641,2460804,4406
10,1,2,4,2,57,11,641,2460804,4406
10,1,3,4,2,15,11,641,2460804,4406
11,1,1,4,1,56,11,641,2460804,4406
11,1,2,4,2,52,11,641,2460804,4406
12,1,1,4,2,48,11,641,2460804,4406
12,1,2,4,2,25,11,641,2460804,4406
13,1,1,4,1,66,11,641,2460804,4406
13,1,2,4,2,64,11,641,2460804,4406
13,1,3,4,2,27,11,641,2460804,4406
13,1,4,4,1,3,11,641,2460804,4406
13,1,5,4,1,25,11,641,2460804,4406
13,1,6,4,2,23,11,641,2460804,4406
14,1,1,4,2,32,11,641,2460804,4406
14,1,2,4,2,14,11,641,2460804,4406
14,1,3,4,2,8,11,641,2460804,4406
14,1,4,4,1,3,11,641,2460804,4406
15,1,1,4,2,36,11,641,2460804,4406
15,1,2,4,2,17,11,641,2460804,4406
15,1,3,4,2,16,11,641,2460804,4406
15,1,4,4,1,11,11,641,2460804,4406
16,1,1,4,1,31,11,641,2460804,4406
16,1,2,4,2,34,11,641,2460804,4406
16,1,3,4,2,8,11,641,2460804,4406
16,1,4,4,1,5,11,641,2460804,4406
17,1,1,4,1,52,11,641,2460804,4406
17,1,2,4,2,51,11,641,2460804,4406
17,1,3,4,2,12,11,641,2460804,4406
18,1,1,4,1,45,11,641,2460804,4406
18,1,2,4,1,18,11,641,2460804,4406
20,1,1,4,1,34,11,641,2460804,4406
20,1,2,4,2,35,11,641,2460804,4406
20,1,3,4,1,10,11,641,2460804,4406
20,1,4,4,2,4,11,641,2460804,4406
1,1,1,4,2,49,12,642,2460981,4099
1,1,2,4,1,21,12,642,2460981,4099
1,1,3,4,1,28,12,642,2460981,4099
1,1,4,4,2,8,12,642,2460981,4099
2,1,1,4,1,80,12,642,2460981,4099
2,1,2,4,2,73,12,642,2460981,4099
2,1,3,4,1,24,12,642,2460981,4099
2,1,4,4,1,22,12,642,2460981,4099
2,1,5,4,1,35,12,642,2460981,4099
3,1,1,4,1,71,12,642,2460981,4099
3,1,2,4,2,69,12,642,2460981,4099
3,1,3,4,2,31,12,642,2460981,4099
3,1,4,4,2,4,12,642,2460981,4099
3,1,5,4,2,3,12,642,2460981,4099
4,1,1,4,1,37,12,642,2460981,4099
4,1,2,4,2,34,12,642,2460981,4099
4,1,3,4,1,18,12,642,2460981,4099
4,1,4,4,2,17,12,642,2460981,4099
4,1,5,4,2,15,12,642,2460981,4099
4,1,6,4,1,10,12,642,2460981,4099
5,1,1,4,2,38,12,642,2460981,4099
5,1,2,4,1,17,12,642,2460981,4099
5,1,3,4,1,16,12,642,2460981,4099
5,1,4,4,1,14,12,642,2460981,4099
5,1,5,4,1,5,12,642,2460981,4099
6,1,1,4,2,42,12,642,2460981,4099
6,1,2,4,2,15,12,642,2460981,4099
6,1,3,4,1,9,12,642,2460981,4099
7,1,1,4,2,52,12,642,2460981,4099
7,1,2,4,1,18,12,642,2460981,4099
9,1,1,4,1,59,12,642,2460981,4099
9,1,2,4,2,49,12,642,2460981,4099
9,1,3,4,1,8,12,642,2460981,4099
11,1,1,4,2,56,12,642,2460981,4099
12,1,1,4,1,79,12,642,2460981,4099
12,1,2,4,2,63,12,642,2460981,4099
13,1,1,4,1,30,12,642,2460981,4099
13,1,2,4,2,29,12,642,2460981,4099
13,1,3,4,1,3,12,642,2460981,4099
13,1,4,4,1,3,12,642,2460981,4099
13,1,5,4,1,1,12,642,2460981,4099
14,1,1,4,2,62,12,642,2460981,4099
15,1,1,4,1,51,12,642,2460981,4099
15,1,2,4,2,32,12,642,2460981,4099
16,1,1,4,1,40,12,642,2460981,4099
16,1,2,4,2,35,12,642,2460981,4099
16,1,3,4,2,16,12,642,2460981,4099
16,1,4,4,2,9,12,642,2460981,4099
17,1,1,4,1,53,12,642,2460981,4099
17,1,2,4,2,49,12,642,2460981,4099
17,1,3,4,1,18,12,642,2460981,4099
17,1,4,4,2,5,12,642,2460981,4099
17,1,5,4,2,63,12,642,2460981,4099
18,1,1,4,1,56,12,642,2460981,4099
18,1,2,4,2,48,12,642,2460981,4099
18,1,3,4,1,22,12,642,2460981,4099
18,1,4,4,2,15,12,642,2460981,4099
18,1,5,4,2,13,12,642,2460981,4099
19,1,1,4,2,54,12,642,2460981,4099
19,1,2,4,1,26,12,642,2460981,4099
20,1,1,4,2,28,12,642,2460981,4099
20,1,2,4,1,2,12,642,2460981,4099
2,1,1,1,1,50,3,643,2500942,6096
2,1,2,1,2,50,3,643,2500942,6096
2,1,3,1,1,27,3,643,2500942,6096
2,1,4,1,2,19,3,643,2500942,6096
2,1,5,1,2,17,3,643,2500942,6096
3,1,1,1,2,61,3,643,2500942,6096
4,1,1,1,1,46,3,643,2500942,6096
4,1,2,1,2,45,3,643,2500942,6096
5,1,1,1,1,92,3,643,2500942,6096
5,1,2,1,1,23,3,643,2500942,6096
5,1,3,1,2,19,3,643,2500942,6096
1,1,1,1,1,46,2,644,2500984,6327
1,1,2,1,2,39,2,644,2500984,6327
1,1,3,1,2,21,2,644,2500984,6327
1,1,4,1,1,15,2,644,2500984,6327
1,1,5,1,2,0,2,644,2500984,6327
2,1,1,1,1,40,2,644,2500984,6327
2,1,2,1,2,34,2,644,2500984,6327
2,1,3,1,1,16,2,644,2500984,6327
2,1,4,1,2,13,2,644,2500984,6327
2,1,5,1,2,9,2,644,2500984,6327
3,1,1,1,2,45,2,644,2500984,6327
3,1,2,1,1,23,2,644,2500984,6327
3,1,3,1,1,18,2,644,2500984,6327
3,2,1,1,1,25,2,644,2500984,6327
3,2,2,1,2,20,2,644,2500984,6327
4,1,1,1,1,36,2,644,2500984,6327
4,1,2,1,2,35,2,644,2500984,6327
4,1,3,1,1,6,2,644,2500984,6327
5,1,1,1,1,43,2,644,2500984,6327
5,1,2,1,2,40,2,644,2500984,6327
1,1,1,1,2,66,3,645,2501020,5572
1,1,2,1,1,35,3,645,2501020,5572
2,1,1,1,2,50,3,645,2501020,5572
2,1,2,1,2,29,3,645,2501020,5572
2,1,3,1,2,26,3,645,2501020,5572
2,1,4,1,1,24,3,645,2501020,5572
4,1,1,1,2,76,3,645,2501020,5572
4,1,2,1,1,80,3,645,2501020,5572
4,1,3,1,1,26,3,645,2501020,5572
5,1,1,1,1,51,3,645,2501020,5572
5,1,2,1,2,49,3,645,2501020,5572
5,1,3,1,2,22,3,645,2501020,5572
5,1,4,1,1,18,3,645,2501020,5572
5,1,5,1,1,16,3,645,2501020,5572
2,1,1,1,2,46,4,646,2501065,7068
2,1,2,1,1,48,4,646,2501065,7068
2,1,3,1,1,20,4,646,2501065,7068
2,1,4,1,2,15,4,646,2501065,7068
5,1,1,1,1,58,4,646,2501065,7068
5,1,2,1,2,53,4,646,2501065,7068
5,1,3,1,2,17,4,646,2501065,7068
1,1,1,1,2,44,2,647,2501166,6005
1,1,2,1,1,51,2,647,2501166,6005
1,1,3,1,2,24,2,647,2501166,6005
1,1,4,1,2,22,2,647,2501166,6005
1,1,5,1,1,12,2,647,2501166,6005
2,1,1,1,1,40,2,647,2501166,6005
2,1,2,1,2,40,2,647,2501166,6005
2,1,3,1,2,14,2,647,2501166,6005
2,1,4,1,2,9,2,647,2501166,6005
2,1,5,1,2,9,2,647,2501166,6005
3,1,1,1,1,61,2,647,2501166,6005
3,1,2,1,2,61,2,647,2501166,6005
3,1,3,1,2,38,2,647,2501166,6005
3,1,4,1,1,57,2,647,2501166,6005
3,1,5,1,1,65,2,647,2501166,6005
4,1,1,1,1,26,2,647,2501166,6005
4,1,2,1,2,21,2,647,2501166,6005
4,1,3,1,2,13,2,647,2501166,6005
4,1,4,1,1,3,2,647,2501166,6005
4,1,5,1,1,0,2,647,2501166,6005
5,1,1,1,1,31,2,647,2501166,6005
5,1,2,1,2,26,2,647,2501166,6005
5,1,3,1,1,9,2,647,2501166,6005
5,1,4,1,2,4,2,647,2501166,6005
2,1,1,1,2,52,3,648,2501338,5712
2,1,2,1,1,24,3,648,2501338,5712
2,1,3,1,2,22,3,648,2501338,5712
2,1,4,1,2,15,3,648,2501338,5712
3,1,1,1,2,59,3,648,2501338,5712
3,1,2,1,1,22,3,648,2501338,5712
4,1,1,1,2,83,3,648,2501338,5712
4,1,2,1,1,43,3,648,2501338,5712
4,1,3,1,2,35,3,648,2501338,5712
4,1,4,1,2,9,3,648,2501338,5712
4,1,5,1,2,3,3,648,2501338,5712
5,1,1,1,1,54,3,648,2501338,5712
5,1,2,1,2,48,3,648,2501338,5712
5,1,3,1,2,22,3,648,2501338,5712
5,1,4,1,1,20,3,648,2501338,5712
1,1,1,1,1,32,3,649,2501341,6209
1,1,2,1,2,33,3,649,2501341,6209
1,1,3,1,2,7,3,649,2501341,6209
2,1,1,1,2,42,3,649,2501341,6209
2,1,2,1,1,59,3,649,2501341,6209
2,1,3,1,2,23,3,649,2501341,6209
2,1,4,1,2,14,3,649,2501341,6209
3,1,1,1,2,57,3,649,2501341,6209
3,1,2,1,1,64,3,649,2501341,6209
3,1,3,1,1,47,3,649,2501341,6209
4,1,1,1,1,65,3,649,2501341,6209
4,1,2,1,2,61,3,649,2501341,6209
4,1,3,1,1,34,3,649,2501341,6209
4,1,4,1,2,28,3,649,2501341,6209
5,1,1,1,1,23,3,649,2501341,6209
1,1,1,1,1,38,4,650,2501897,5728
1,1,2,1,2,38,4,650,2501897,5728
1,1,3,1,1,10,4,650,2501897,5728
1,1,4,1,1,0,4,650,2501897,5728
2,1,1,1,2,52,4,650,2501897,5728
2,1,2,1,1,26,4,650,2501897,5728
2,1,3,1,2,15,4,650,2501897,5728
2,1,4,1,2,14,4,650,2501897,5728
4,1,1,1,1,63,4,650,2501897,5728
4,1,2,1,2,46,4,650,2501897,5728
4,1,3,1,2,76,4,650,2501897,5728
4,1,4,1,2,11,4,650,2501897,5728
4,1,5,1,1,9,4,650,2501897,5728
5,1,1,1,1,40,4,650,2501897,5728
5,1,2,1,2,39,4,650,2501897,5728
5,1,3,1,2,14,4,650,2501897,5728
5,1,4,1,2,8,4,650,2501897,5728
1,1,1,1,2,62,2,651,2502025,5988
1,1,2,1,2,38,2,651,2502025,5988
1,1,3,1,1,20,2,651,2502025,5988
1,1,4,1,1,2,2,651,2502025,5988
1,1,5,1,2,2,2,651,2502025,5988
2,1,1,1,1,40,2,651,2502025,5988
2,1,2,1,2,19,2,651,2502025,5988
2,1,3,1,1,13,2,651,2502025,5988
3,1,1,1,2,40,2,651,2502025,5988
3,1,2,1,1,47,2,651,2502025,5988
3,1,3,1,1,13,2,651,2502025,5988
3,1,4,1,2,14,2,651,2502025,5988
5,1,1,1,1,38,2,651,2502025,5988
5,1,2,1,2,33,2,651,2502025,5988
5,1,3,1,1,5,2,651,2502025,5988
1,1,1,1,2,32,4,652,2502121,6298
1,1,2,1,1,31,4,652,2502121,6298
4,1,1,1,1,59,4,652,2502121,6298
5,1,1,1,1,54,4,652,2502121,6298
5,1,2,1,2,41,4,652,2502121,6298
5,1,3,1,1,17,4,652,2502121,6298
5,1,4,1,1,5,4,652,2502121,6298
1,1,1,1,2,36,2,653,2502156,6721
1,1,2,1,1,40,2,653,2502156,6721
1,1,3,1,2,18,2,653,2502156,6721
1,1,4,1,1,15,2,653,2502156,6721
2,1,1,1,1,22,2,653,2502156,6721
2,1,2,1,1,36,2,653,2502156,6721
3,1,1,1,1,25,2,653,2502156,6721
3,1,2,1,2,25,2,653,2502156,6721
3,1,3,1,2,20,2,653,2502156,6721
3,1,4,1,2,19,2,653,2502156,6721
3,1,5,1,1,3,2,653,2502156,6721
3,1,6,1,1,0,2,653,2502156,6721
4,1,1,1,1,78,2,653,2502156,6721
4,1,2,1,2,68,2,653,2502156,6721
4,1,3,1,1,44,2,653,2502156,6721
4,1,4,1,2,19,2,653,2502156,6721
5,1,1,1,2,50,2,653,2502156,6721
5,1,2,1,1,20,2,653,2502156,6721
5,1,3,1,1,16,2,653,2502156,6721
1,1,1,1,1,27,3,654,2502218,6096
1,1,2,1,2,31,3,654,2502218,6096
2,1,1,1,2,51,3,654,2502218,6096
2,1,2,1,2,24,3,654,2502218,6096
3,1,1,1,1,35,3,654,2502218,6096
3,1,2,1,2,34,3,654,2502218,6096
3,1,3,1,2,6,3,654,2502218,6096
4,1,1,1,1,28,3,654,2502218,6096
4,1,2,1,2,29,3,654,2502218,6096
4,1,3,1,2,4,3,654,2502218,6096
4,1,4,1,2,2,3,654,2502218,6096
5,1,1,1,1,52,3,654,2502218,6096
5,1,2,1,2,55,3,654,2502218,6096
5,1,3,1,2,25,3,654,2502218,6096
5,1,4,1,1,15,3,654,2502218,6096
1,1,1,1,1,43,3,655,2502299,5606
1,1,2,1,2,45,3,655,2502299,5606
1,1,3,1,2,72,3,655,2502299,5606
1,1,4,1,2,17,3,655,2502299,5606
1,1,5,1,1,12,3,655,2502299,5606
2,1,1,1,1,36,3,655,2502299,5606
2,1,2,1,2,36,3,655,2502299,5606
2,1,3,1,2,11,3,655,2502299,5606
2,1,4,1,1,10,3,655,2502299,5606
3,1,1,1,1,44,3,655,2502299,5606
3,1,2,1,2,41,3,655,2502299,5606
3,1,3,1,1,23,3,655,2502299,5606
3,1,4,1,2,21,3,655,2502299,5606
3,1,5,1,2,15,3,655,2502299,5606
4,1,1,1,2,41,3,655,2502299,5606
4,1,2,1,2,17,3,655,2502299,5606
4,1,3,1,2,24,3,655,2502299,5606
4,1,4,1,2,12,3,655,2502299,5606
1,1,1,1,2,49,3,656,2503292,5482
1,1,2,1,1,59,3,656,2503292,5482
4,1,1,1,1,53,3,656,2503292,5482
4,1,2,1,2,48,3,656,2503292,5482
5,1,1,1,2,56,3,656,2503292,5482
5,1,2,1,1,57,3,656,2503292,5482
5,1,3,1,1,24,3,656,2503292,5482
1,1,1,1,2,75,2,657,2503815,5626
1,1,2,1,2,43,2,657,2503815,5626
1,1,3,1,1,43,2,657,2503815,5626
1,1,4,1,2,18,2,657,2503815,5626
2,1,1,1,1,44,2,657,2503815,5626
2,1,2,1,2,43,2,657,2503815,5626
2,1,3,1,2,73,2,657,2503815,5626
3,1,1,1,1,25,2,657,2503815,5626
4,1,1,1,1,34,2,657,2503815,5626
4,1,2,1,2,35,2,657,2503815,5626
4,1,3,1,2,17,2,657,2503815,5626
4,1,4,1,1,16,2,657,2503815,5626
4,1,5,1,2,15,2,657,2503815,5626
5,1,1,1,1,25,2,657,2503815,5626
5,1,2,1,2,22,2,657,2503815,5626
5,1,3,1,1,5,2,657,2503815,5626
5,1,4,1,1,2,2,657,2503815,5626
1,1,1,1,1,87,4,658,2503841,6259
1,1,2,1,2,51,4,658,2503841,6259
2,1,1,1,1,36,4,658,2503841,6259
2,1,2,1,2,40,4,658,2503841,6259
2,1,3,1,1,14,4,658,2503841,6259
2,1,4,1,1,12,4,658,2503841,6259
2,1,5,1,2,4,4,658,2503841,6259
4,1,1,1,1,29,4,658,2503841,6259
4,1,2,1,2,29,4,658,2503841,6259
4,1,3,1,1,1,4,658,2503841,6259
5,1,1,1,2,24,4,658,2503841,6259
2,1,1,2,1,51,5,659,2504253,4775
2,1,2,2,2,53,5,659,2504253,4775
2,1,3,2,1,25,5,659,2504253,4775
2,1,4,2,1,21,5,659,2504253,4775
3,1,1,2,1,52,5,659,2504253,4775
3,1,2,2,2,24,5,659,2504253,4775
3,1,3,2,1,21,5,659,2504253,4775
3,1,4,2,1,8,5,659,2504253,4775
3,1,5,2,2,49,5,659,2504253,4775
4,1,1,2,1,70,5,659,2504253,4775
4,1,2,2,2,62,5,659,2504253,4775
4,1,3,2,1,24,5,659,2504253,4775
4,1,4,2,2,22,5,659,2504253,4775
4,1,5,2,2,5,5,659,2504253,4775
4,1,6,2,1,3,5,659,2504253,4775
4,1,7,2,2,0,5,659,2504253,4775
4,1,8,2,1,39,5,659,2504253,4775
6,1,1,2,1,75,5,659,2504253,4775
6,1,2,2,2,68,5,659,2504253,4775
6,1,3,2,2,24,5,659,2504253,4775
6,1,4,2,2,43,5,659,2504253,4775
6,1,5,2,2,11,5,659,2504253,4775
7,1,1,2,2,72,5,659,2504253,4775
7,1,2,2,1,52,5,659,2504253,4775
8,1,1,2,2,82,5,659,2504253,4775
8,1,2,2,2,49,5,659,2504253,4775
8,1,3,2,1,14,5,659,2504253,4775
9,1,1,2,2,35,5,659,2504253,4775
9,1,2,2,1,44,5,659,2504253,4775
9,1,3,2,1,22,5,659,2504253,4775
9,1,4,2,1,23,5,659,2504253,4775
10,1,1,2,2,82,5,659,2504253,4775
10,1,2,2,1,44,5,659,2504253,4775
10,1,3,2,2,23,5,659,2504253,4775
10,1,4,2,1,19,5,659,2504253,4775
10,1,5,2,2,6,5,659,2504253,4775
11,1,1,2,1,60,5,659,2504253,4775
11,1,2,2,2,50,5,659,2504253,4775
11,1,3,2,1,22,5,659,2504253,4775
11,1,4,2,2,20,5,659,2504253,4775
12,1,1,2,1,27,5,659,2504253,4775
12,1,2,2,2,26,5,659,2504253,4775
12,1,3,2,1,18,5,659,2504253,4775
12,1,4,2,2,15,5,659,2504253,4775
12,1,5,2,2,3,5,659,2504253,4775
13,1,1,2,2,57,5,659,2504253,4775
14,1,1,2,1,48,5,659,2504253,4775
14,1,2,2,2,49,5,659,2504253,4775
14,1,3,2,2,23,5,659,2504253,4775
14,1,4,2,2,22,5,659,2504253,4775
14,1,5,2,2,1,5,659,2504253,4775
14,1,6,2,2,2,5,659,2504253,4775
15,1,1,2,2,63,5,659,2504253,4775
15,1,2,2,1,19,5,659,2504253,4775
15,1,3,2,2,9,5,659,2504253,4775
