"VIV_SEL","TLOC","EST_DIS","UPM_DIS","P1_1","P1_2","UPM","FACTOR"
2,4,11,552,6,1,2161763,4542
4,4,11,552,7,2,2161763,4542
5,4,11,552,4,1,2161763,4542
6,4,11,552,4,1,2161763,4542
7,4,11,552,4,1,2161763,4542
8,4,11,552,4,1,2161763,4542
9,4,11,552,1,1,2161763,4542
12,4,11,552,3,1,2161763,4542
14,4,11,552,6,1,2161763,4542
15,4,11,552,9,1,2161763,4542
16,4,11,552,8,1,2161763,4542
18,4,11,552,4,1,2161763,4542
19,4,11,552,7,2,2161763,4542
20,4,11,552,4,1,2161763,4542
1,1,3,553,2,1,2200155,4141
2,1,3,553,1,1,2200155,4141
4,1,3,553,1,1,2200155,4141
1,1,3,554,1,1,2200179,4979
2,1,3,554,1,1,2200179,4979
4,1,3,554,3,2,2200179,4979
1,1,3,555,2,1,2200182,5125
2,1,3,555,5,1,2200182,5125
4,1,3,555,3,1,2200182,5125
5,1,3,555,2,1,2200182,5125
1,1,2,556,5,1,2200303,6515
3,1,2,556,11,1,2200303,6515
4,1,2,556,6,1,2200303,6515
5,1,2,556,7,2,2200303,6515
2,1,2,557,3,1,2200369,5635
3,1,2,557,11,2,2200369,5635
4,1,2,557,6,1,2200369,5635
5,1,2,557,5,2,2200369,5635
1,1,3,558,4,1,2200463,6706
3,1,3,558,4,1,2200463,6706
4,1,3,558,2,1,2200463,6706
5,1,3,558,4,1,2200463,6706
1,1,2,559,3,1,2200562,6794
2,1,2,559,1,1,2200562,6794
3,1,2,559,3,1,2200562,6794
4,1,2,559,2,1,2200562,6794
5,1,2,559,5,1,2200562,6794
1,1,3,560,3,1,2200837,5553
2,1,3,560,3,1,2200837,5553
4,1,3,560,4,1,2200837,5553
5,1,3,560,1,1,2200837,5553
1,1,3,561,3,1,2200870,6310
2,1,3,561,3,1,2200870,6310
3,1,3,561,1,1,2200870,6310
4,1,3,561,7,1,2200870,6310
5,1,3,561,5,1,2200870,6310
1,1,4,562,3,2,2200923,6295
2,1,4,562,4,1,2200923,6295
3,1,4,562,1,1,2200923,6295
4,1,4,562,4,1,2200923,6295
5,1,4,562,1,1,2200923,6295
1,1,3,563,3,1,2200944,6199
2,1,3,563,3,1,2200944,6199
3,1,3,563,4,1,2200944,6199
4,1,3,563,3,1,2200944,6199
5,1,3,563,1,1,2200944,6199
1,1,3,564,4,1,2200963,5233
2,1,3,564,10,2,2200963,5233
3,1,3,564,8,1,2200963,5233
4,1,3,564,7,1,2200963,5233
5,1,3,564,2,1,2200963,5233
1,1,2,565,4,1,2201021,5616
3,1,2,565,4,1,2201021,5616
4,1,2,565,2,1,2201021,5616
5,1,2,565,4,1,2201021,5616
1,1,3,566,5,1,2201056,5741
2,1,3,566,4,1,2201056,5741
3,1,3,566,5,1,2201056,5741
4,1,3,566,3,1,2201056,5741
5,1,3,566,3,1,2201056,5741
2,1,4,567,3,1,2201087,6820
3,1,4,567,4,1,2201087,6820
4,1,4,567,4,1,2201087,6820
5,1,4,567,1,1,2201087,6820
1,1,2,568,2,1,2201214,8840
2,1,2,568,1,1,2201214,8840
3,1,2,568,2,1,2201214,8840
4,1,2,568,4,1,2201214,8840
5,1,2,568,5,1,2201214,8840
1,1,3,569,7,1,2201256,4718
2,1,3,569,2,1,2201256,4718
3,1,3,569,4,1,2201256,4718
4,1,3,569,4,1,2201256,4718
1,1,2,570,3,1,2201335,6341
2,1,2,570,1,1,2201335,6341
3,1,2,570,4,1,2201335,6341
4,1,2,570,4,1,2201335,6341
5,1,2,570,3,1,2201335,6341
1,1,2,571,3,1,2201340,6808
2,1,2,571,4,1,2201340,6808
3,1,2,571,4,1,2201340,6808
4,1,2,571,1,1,2201340,6808
5,1,2,571,5,1,2201340,6808
1,1,4,572,2,1,2201451,6934
2,1,4,572,3,1,2201451,6934
3,1,4,572,2,1,2201451,6934
4,1,4,572,2,1,2201451,6934
5,1,4,572,4,1,2201451,6934
1,1,4,573,3,1,2201503,6011
2,1,4,573,3,1,2201503,6011
3,1,4,573,3,1,2201503,6011
4,1,4,573,2,1,2201503,6011
5,1,4,573,1,1,2201503,6011
1,1,4,574,4,1,2201580,5468
2,1,4,574,3,1,2201580,5468
3,1,4,574,4,1,2201580,5468
5,1,4,574,3,1,2201580,5468
1,1,3,575,2,1,2201616,5340
2,1,3,575,4,1,2201616,5340
3,1,3,575,6,1,2201616,5340
4,1,3,575,2,1,2201616,5340
3,1,4,576,1,1,2201622,9863
5,1,4,576,1,1,2201622,9863
1,1,3,577,3,1,2201768,5313
2,1,3,577,2,1,2201768,5313
3,1,3,577,3,1,2201768,5313
4,1,3,577,1,1,2201768,5313
5,1,3,577,8,1,2201768,5313
2,1,3,578,2,1,2201782,5751
3,1,3,578,3,1,2201782,5751
4,1,3,578,4,1,2201782,5751
5,1,3,578,5,1,2201782,5751
2,1,4,579,4,1,2201977,5786
3,1,4,579,7,1,2201977,5786
4,1,4,579,5,1,2201977,5786
5,1,4,579,3,1,2201977,5786
1,1,4,580,4,1,2202058,9180
4,1,4,580,1,1,2202058,9180
5,1,4,580,2,1,2202058,9180
2,2,7,581,1,1,2202167,7470
3,2,7,581,4,1,2202167,7470
4,2,7,581,2,1,2202167,7470
5,2,7,581,1,1,2202167,7470
3,2,7,582,3,1,2202272,10288
4,2,7,582,1,1,2202272,10288
1,2,7,583,5,1,2202292,7895
2,2,7,583,2,1,2202292,7895
3,2,7,583,4,1,2202292,7895
4,2,7,583,2,1,2202292,7895
5,2,7,583,3,1,2202292,7895
2,2,7,584,4,1,2202336,9786
3,2,7,584,1,1,2202336,9786
4,2,7,584,5,1,2202336,9786
5,2,7,584,3,1,2202336,9786
1,2,5,585,5,1,2202433,5043
2,2,5,585,5,1,2202433,5043
3,2,5,585,8,1,2202433,5043
4,2,5,585,7,1,2202433,5043
6,2,5,585,3,1,2202433,5043
7,2,5,585,11,2,2202433,5043
8,2,5,585,8,1,2202433,5043
9,2,5,585,4,1,2202433,5043
10,2,5,585,7,1,2202433,5043
11,2,5,585,6,2,2202433,5043
12,2,5,585,4,1,2202433,5043
13,2,5,585,9,2,2202433,5043
14,2,5,585,4,1,2202433,5043
15,2,5,585,4,1,2202433,5043
16,2,5,585,4,1,2202433,5043
17,2,5,585,2,1,2202433,5043
18,2,5,585,1,1,2202433,5043
19,2,5,585,6,1,2202433,5043
20,2,5,585,8,2,2202433,5043
1,3,9,586,3,1,2202646,5250
2,3,9,586,1,1,2202646,5250
3,3,9,586,8,2,2202646,5250
4,3,9,586,2,1,2202646,5250
5,3,9,586,3,1,2202646,5250
6,3,9,586,2,1,2202646,5250
7,3,9,586,2,1,2202646,5250
8,3,9,586,4,1,2202646,5250
9,3,9,586,4,1,2202646,5250
10,3,9,586,4,1,2202646,5250
11,3,9,586,4,1,2202646,5250
12,3,9,586,6,2,2202646,5250
13,3,9,586,4,1,2202646,5250
14,3,9,586,3,1,2202646,5250
15,3,9,586,4,1,2202646,5250
16,3,9,586,7,2,2202646,5250
17,3,9,586,5,1,2202646,5250
18,3,9,586,3,1,2202646,5250
19,3,9,586,5,1,2202646,5250
20,3,9,586,2,1,2202646,5250
2,4,11,587,4,1,2260359,4778
3,4,11,587,2,1,2260359,4778
5,4,11,587,12,1,2260359,4778
6,4,11,587,5,1,2260359,4778
7,4,11,587,4,2,2260359,4778
8,4,11,587,5,1,2260359,4778
9,4,11,587,5,1,2260359,4778
10,4,11,587,3,1,2260359,4778
12,4,11,587,8,1,2260359,4778
13,4,11,587,3,1,2260359,4778
14,4,11,587,4,1,2260359,4778
15,4,11,587,3,1,2260359,4778
16,4,11,587,3,1,2260359,4778
17,4,11,587,5,1,2260359,4778
18,4,11,587,9,1,2260359,4778
20,4,11,587,1,1,2260359,4778
1,4,12,588,4,1,2260379,4176
2,4,12,588,5,1,2260379,4176
3,4,12,588,2,1,2260379,4176
4,4,12,588,4,1,2260379,4176
6,4,12,588,3,1,2260379,4176
7,4,12,588,3,1,2260379,4176
8,4,12,588,2,1,2260379,4176
9,4,12,588,4,1,2260379,4176
11,4,12,588,2,1,2260379,4176
12,4,12,588,5,1,2260379,4176
13,4,12,588,6,1,2260379,4176
14,4,12,588,5,1,2260379,4176
15,4,12,588,8,1,2260379,4176
18,4,12,588,2,1,2260379,4176
19,4,12,588,2,1,2260379,4176
1,1,2,589,7,1,2300315,6015
2,1,2,589,4,1,2300315,6015
3,1,2,589,4,2,2300315,6015
4,1,2,589,2,1,2300315,6015
1,1,2,590,6,1,2300510,5277
2,1,2,590,5,1,2300510,5277
5,1,2,590,4,1,2300510,5277
1,1,2,591,4,1,2300584,4397
4,1,2,591,3,1,2300584,4397
5,1,2,591,7,1,2300584,4397
2,1,2,592,9,1,2300595,4734
3,1,2,592,11,1,2300595,4734
4,1,2,592,4,1,2300595,4734
5,1,2,592,1,1,2300595,4734
1,1,3,593,3,1,2300845,6492
2,1,3,593,3,1,2300845,6492
3,1,3,593,1,1,2300845,6492
4,1,3,593,2,1,2300845,6492
2,1,3,594,1,1,2300920,5472
3,1,3,594,2,1,2300920,5472
5,1,3,594,4,1,2300920,5472
1,1,2,595,5,1,2300990,6749
2,1,2,595,5,1,2300990,6749
3,1,2,595,5,1,2300990,6749
5,1,2,595,3,1,2300990,6749
1,1,2,596,4,1,2301043,6095
2,1,2,596,6,1,2301043,6095
3,1,2,596,3,1,2301043,6095
4,1,2,596,1,1,2301043,6095
5,1,2,596,6,1,2301043,6095
2,1,3,597,2,1,2301054,4977
3,1,3,597,3,1,2301054,4977
4,1,3,597,2,2,2301054,4977
5,1,3,597,3,1,2301054,4977
1,1,2,598,6,1,2301302,6390
3,1,2,598,5,1,2301302,6390
4,1,2,598,4,1,2301302,6390
5,1,2,598,3,1,2301302,6390
1,1,2,599,4,1,2301319,4894
2,1,2,599,2,1,2301319,4894
3,1,2,599,4,1,2301319,4894
4,1,2,599,5,1,2301319,4894
5,1,2,599,9,1,2301319,4894
1,1,2,600,4,1,2301362,6338
3,1,2,600,1,1,2301362,6338
4,1,2,600,2,1,2301362,6338
5,1,2,600,4,1,2301362,6338
1,1,2,601,3,1,2301414,6454
2,1,2,601,4,1,2301414,6454
3,1,2,601,3,1,2301414,6454
4,1,2,601,4,1,2301414,6454
1,1,1,602,1,1,2301433,7091
2,1,1,602,8,1,2301433,7091
3,1,1,602,2,1,2301433,7091
4,1,1,602,4,1,2301433,7091
5,1,1,602,5,1,2301433,7091
1,1,4,603,5,1,2301499,6938
4,1,4,603,3,1,2301499,6938
1,1,4,604,2,1,2301513,5381
2,1,4,604,3,1,2301513,5381
3,1,4,604,5,1,2301513,5381
4,1,4,604,4,1,2301513,5381
5,1,4,604,3,1,2301513,5381
2,1,3,605,5,1,2301549,4682
3,1,3,605,3,1,2301549,4682
4,1,3,605,2,1,2301549,4682
5,1,3,605,5,1,2301549,4682
1,1,4,606,3,1,2301563,6398
2,1,4,606,5,1,2301563,6398
4,1,4,606,2,1,2301563,6398
5,1,4,606,5,1,2301563,6398
1,1,2,607,4,1,2301694,5487
2,1,2,607,2,1,2301694,5487
3,1,2,607,2,1,2301694,5487
4,1,2,607,1,1,2301694,5487
5,1,2,607,4,1,2301694,5487
2,1,2,608,4,1,2301719,6255
3,1,2,608,3,1,2301719,6255
4,1,2,608,2,1,2301719,6255
5,1,2,608,5,1,2301719,6255
1,1,2,609,1,1,2301767,5529
3,1,2,609,2,1,2301767,5529
4,1,2,609,4,1,2301767,5529
5,1,2,609,5,1,2301767,5529
1,1,2,610,2,1,2301803,6580
2,1,2,610,4,1,2301803,6580
3,1,2,610,3,1,2301803,6580
4,1,2,610,2,2,2301803,6580
5,1,2,610,2,1,2301803,6580
2,1,2,611,4,1,2301840,5890
3,1,2,611,6,1,2301840,5890
4,1,2,611,3,1,2301840,5890
5,1,2,611,3,1,2301840,5890
1,1,1,612,3,1,2301865,7047
2,1,1,612,4,1,2301865,7047
3,1,1,612,3,1,2301865,7047
4,1,1,612,3,1,2301865,7047
5,1,1,612,2,1,2301865,7047
2,1,2,613,3,1,2301982,5576
3,1,2,613,4,1,2301982,5576
4,1,2,613,5,1,2301982,5576
1,1,4,614,4,1,2302124,6557
4,1,4,614,1,1,2302124,6557
5,1,4,614,4,1,2302124,6557
1,1,2,615,4,1,2302145,5686
2,1,2,615,3,1,2302145,5686
3,1,2,615,6,1,2302145,5686
4,1,2,615,3,1,2302145,5686
5,1,2,615,4,1,2302145,5686
1,2,5,616,4,1,2302936,4552
2,2,5,616,4,1,2302936,4552
3,2,5,616,4,1,2302936,4552
4,2,5,616,6,1,2302936,4552
5,2,5,616,6,1,2302936,4552
6,2,5,616,3,1,2302936,4552
7,2,5,616,3,1,2302936,4552
8,2,5,616,2,1,2302936,4552
9,2,5,616,2,1,2302936,4552
10,2,5,616,5,1,2302936,4552
11,2,5,616,5,1,2302936,4552
12,2,5,616,1,1,2302936,4552
13,2,5,616,4,1,2302936,4552
14,2,5,616,1,1,2302936,4552
15,2,5,616,3,1,2302936,4552
16,2,5,616,7,1,2302936,4552
19,2,5,616,10,1,2302936,4552
20,2,5,616,3,1,2302936,4552
1,3,9,617,1,1,2303316,4793
2,3,9,617,3,1,2303316,4793
3,3,9,617,4,1,2303316,4793
4,3,9,617,1,1,2303316,4793
5,3,9,617,3,1,2303316,4793
6,3,9,617,1,1,2303316,4793
8,3,9,617,3,1,2303316,4793
9,3,9,617,4,1,2303316,4793
10,3,9,617,1,1,2303316,4793
12,3,9,617,5,1,2303316,4793
13,3,9,617,5,1,2303316,4793
14,3,9,617,2,1,2303316,4793
15,3,9,617,4,1,2303316,4793
16,3,9,617,3,1,2303316,4793
17,3,9,617,4,1,2303316,4793
20,3,9,617,4,1,2303316,4793
1,1,2,618,2,1,2303440,5325
2,1,2,618,1,1,2303440,5325
3,1,2,618,3,1,2303440,5325
5,1,2,618,1,1,2303440,5325
1,4,11,619,4,1,2360076,4833
2,4,11,619,3,1,2360076,4833
3,4,11,619,4,1,2360076,4833
5,4,11,619,7,1,2360076,4833
6,4,11,619,4,1,2360076,4833
7,4,11,619,3,1,2360076,4833
9,4,11,619,3,1,2360076,4833
10,4,11,619,5,1,2360076,4833
11,4,11,619,7,1,2360076,4833
12,4,11,619,8,1,2360076,4833
13,4,11,619,6,1,2360076,4833
14,4,11,619,1,1,2360076,4833
17,4,11,619,6,1,2360076,4833
18,4,11,619,6,1,2360076,4833
19,4,11,619,5,1,2360076,4833
20,4,11,619,1,1,2360076,4833
1,4,11,620,7,1,2360190,4736
2,4,11,620,6,1,2360190,4736
3,4,11,620,5,1,2360190,4736
4,4,11,620,4,1,2360190,4736
5,4,11,620,4,1,2360190,4736
6,4,11,620,4,1,2360190,4736
7,4,11,620,6,1,2360190,4736
8,4,11,620,5,1,2360190,4736
9,4,11,620,2,1,2360190,4736
10,4,11,620,3,1,2360190,4736
12,4,11,620,4,1,2360190,4736
13,4,11,620,5,1,2360190,4736
14,4,11,620,4,1,2360190,4736
16,4,11,620,2,1,2360190,4736
17,4,11,620,2,1,2360190,4736
19,4,11,620,4,1,2360190,4736
1,1,3,621,2,1,2400153,5445
2,1,3,621,1,1,2400153,5445
4,1,3,621,3,1,2400153,5445
5,1,3,621,7,1,2400153,5445
1,1,3,622,4,1,2400747,5834
4,1,3,622,4,1,2400747,5834
5,1,3,622,2,1,2400747,5834
1,1,2,623,5,1,2400766,5876
2,1,2,623,3,1,2400766,5876
3,1,2,623,7,1,2400766,5876
5,1,2,623,6,2,2400766,5876
1,1,3,624,5,1,2401364,5875
2,1,3,624,2,1,2401364,5875
4,1,3,624,5,1,2401364,5875
5,1,3,624,4,1,2401364,5875
1,1,2,625,6,1,2401431,6210
2,1,2,625,5,1,2401431,6210
3,1,2,625,2,1,2401431,6210
5,1,2,625,5,1,2401431,6210
2,1,3,626,6,1,2401459,5487
3,1,3,626,4,1,2401459,5487
4,1,3,626,4,1,2401459,5487
5,1,3,626,1,1,2401459,5487
2,1,3,627,3,1,2401590,5603
3,1,3,627,4,1,2401590,5603
4,1,3,627,3,1,2401590,5603
5,1,3,627,7,1,2401590,5603
1,1,4,628,1,1,2401787,6742
2,1,4,628,4,1,2401787,6742
3,1,4,628,5,1,2401787,6742
4,1,4,628,4,2,2401787,6742
5,1,4,628,2,1,2401787,6742
1,1,3,629,2,1,2401989,5609
2,1,3,629,2,1,2401989,5609
3,1,3,629,5,1,2401989,5609
4,1,3,629,5,1,2401989,5609
5,1,3,629,1,1,2401989,5609
1,1,4,630,5,1,2402104,7014
2,1,4,630,1,1,2402104,7014
3,1,4,630,4,1,2402104,7014
5,1,4,630,4,1,2402104,7014
1,1,4,631,2,1,2402120,7348
2,1,4,631,2,1,2402120,7348
3,1,4,631,1,1,2402120,7348
4,1,4,631,5,1,2402120,7348
5,1,4,631,2,1,2402120,7348
1,1,2,632,6,1,2402482,5667
2,1,2,632,5,1,2402482,5667
3,1,2,632,2,1,2402482,5667
4,1,2,632,7,1,2402482,5667
5,1,2,632,6,1,2402482,5667
2,1,2,633,4,1,2402613,5112
4,1,2,633,7,2,2402613,5112
1,1,4,634,5,1,2402815,5931
3,1,4,634,4,1,2402815,5931
4,1,4,634,1,1,2402815,5931
5,1,4,634,4,1,2402815,5931
1,1,2,635,3,1,2402882,6229
2,1,2,635,5,1,2402882,6229
4,1,2,635,1,1,2402882,6229
5,1,2,635,5,1,2402882,6229
1,1,3,636,4,1,2403008,5440
2,1,3,636,3,1,2403008,5440
3,1,3,636,4,1,2403008,5440
4,1,3,636,3,1,2403008,5440
5,1,3,636,1,1,2403008,5440
1,2,5,637,2,1,2403258,3731
2,2,5,637,3,1,2403258,3731
3,2,5,637,2,1,2403258,3731
4,2,5,637,2,1,2403258,3731
6,2,5,637,2,1,2403258,3731
7,2,5,637,3,1,2403258,3731
9,2,5,637,4,1,2403258,3731
10,2,5,637,3,1,2403258,3731
13,2,5,637,2,1,2403258,3731
14,2,5,637,5,1,2403258,3731
15,2,5,637,4,1,2403258,3731
16,2,5,637,2,1,2403258,3731
18,2,5,637,1,1,2403258,3731
19,2,5,637,2,1,2403258,3731
20,2,5,637,5,1,2403258,3731
1,3,9,638,2,1,2404173,4379
2,3,9,638,4,1,2404173,4379
3,3,9,638,6,1,2404173,4379
4,3,9,638,3,1,2404173,4379
5,3,9,638,6,1,2404173,4379
6,3,9,638,4,1,2404173,4379
7,3,9,638,3,1,2404173,4379
8,3,9,638,1,1,2404173,4379
9,3,9,638,6,1,2404173,4379
10,3,9,638,1,1,2404173,4379
11,3,9,638,1,1,2404173,4379
12,3,9,638,1,1,2404173,4379
13,3,9,638,3,1,2404173,4379
14,3,9,638,3,1,2404173,4379
15,3,9,638,4,1,2404173,4379
16,3,9,638,4,1,2404173,4379
17,3,9,638,6,1,2404173,4379
18,3,9,638,3,1,2404173,4379
19,3,9,638,3,1,2404173,4379
20,3,9,638,5,1,2404173,4379
1,4,11,639,5,1,2460133,5365
2,4,11,639,8,1,2460133,5365
3,4,11,639,3,1,2460133,5365
5,4,11,639,8,1,2460133,5365
6,4,11,639,2,1,2460133,5365
7,4,11,639,5,1,2460133,5365
8,4,11,639,9,1,2460133,5365
10,4,11,639,8,1,2460133,5365
12,4,11,639,4,1,2460133,5365
13,4,11,639,3,1,2460133,5365
14,4,11,639,4,1,2460133,5365
15,4,11,639,4,1,2460133,5365
16,4,11,639,8,1,2460133,5365
17,4,11,639,5,1,2460133,5365
18,4,11,639,4,1,2460133,5365
19,4,11,639,4,1,2460133,5365
20,4,11,639,3,1,2460133,5365
1,4,11,640,5,1,2460671,5142
3,4,11,640,3,1,2460671,5142
5,4,11,640,2,1,2460671,5142
6,4,11,640,13,1,2460671,5142
7,4,11,640,3,1,2460671,5142
8,4,11,640,6,1,2460671,5142
9,4,11,640,2,1,2460671,5142
11,4,11,640,1,1,2460671,5142
12,4,11,640,7,1,2460671,5142
13,4,11,640,4,1,2460671,5142
14,4,11,640,1,1,2460671,5142
15,4,11,640,4,1,2460671,5142
16,4,11,640,2,1,2460671,5142
17,4,11,640,4,1,2460671,5142
18,4,11,640,6,1,2460671,5142
19,4,11,640,4,1,2460671,5142
2,4,11,641,5,1,2460804,4406
3,4,11,641,6,1,2460804,4406
4,4,11,641,5,1,2460804,4406
5,4,11,641,1,1,2460804,4406
6,4,11,641,5,1,2460804,4406
7,4,11,641,9,2,2460804,4406
8,4,11,641,2,1,2460804,4406
9,4,11,641,3,1,2460804,4406
10,4,11,641,3,1,2460804,4406
11,4,11,641,2,1,2460804,4406
12,4,11,641,2,1,2460804,4406
13,4,11,641,6,1,2460804,4406
14,4,11,641,4,1,2460804,4406
15,4,11,641,4,1,2460804,4406
16,4,11,641,4,1,2460804,4406
17,4,11,641,3,1,2460804,4406
18,4,11,641,2,1,2460804,4406
20,4,11,641,4,1,2460804,4406
1,4,12,642,4,1,2460981,4099
2,4,12,642,5,1,2460981,4099
3,4,12,642,5,1,2460981,4099
4,4,12,642,6,1,2460981,4099
5,4,12,642,5,1,2460981,4099
6,4,12,642,3,1,2460981,4099
7,4,12,642,2,1,2460981,4099
9,4,12,642,3,1,2460981,4099
11,4,12,642,1,1,2460981,4099
12,4,12,642,2,1,2460981,4099
13,4,12,642,5,1,2460981,4099
14,4,12,642,1,1,2460981,4099
15,4,12,642,2,1,2460981,4099
16,4,12,642,4,1,2460981,4099
17,4,12,642,5,1,2460981,4099
18,4,12,642,5,1,2460981,4099
19,4,12,642,2,1,2460981,4099
20,4,12,642,2,1,2460981,4099
2,1,3,643,5,1,2500942,6096
3,1,3,643,1,1,2500942,6096
4,1,3,643,2,1,2500942,6096
5,1,3,643,3,1,2500942,6096
1,1,2,644,5,1,2500984,6327
2,1,2,644,5,1,2500984,6327
3,1,2,644,5,2,2500984,6327
4,1,2,644,3,1,2500984,6327
5,1,2,644,2,1,2500984,6327
1,1,3,645,2,1,2501020,5572
2,1,3,645,4,1,2501020,5572
4,1,3,645,3,1,2501020,5572
5,1,3,645,5,1,2501020,5572
2,1,4,646,4,1,2501065,7068
5,1,4,646,3,1,2501065,7068
1,1,2,647,5,1,2501166,6005
2,1,2,647,5,1,2501166,6005
3,1,2,647,5,1,2501166,6005
4,1,2,647,5,1,2501166,6005
5,1,2,647,4,1,2501166,6005
2,1,3,648,4,1,2501338,5712
3,1,3,648,2,1,2501338,5712
4,1,3,648,5,1,2501338,5712
5,1,3,648,4,1,2501338,5712
1,1,3,649,3,1,2501341,6209
2,1,3,649,4,1,2501341,6209
3,1,3,649,3,1,2501341,6209
4,1,3,649,4,1,2501341,6209
5,1,3,649,1,1,2501341,6209
1,1,4,650,4,1,2501897,5728
2,1,4,650,4,1,2501897,5728
4,1,4,650,5,1,2501897,5728
5,1,4,650,4,1,2501897,5728
1,1,2,651,5,1,2502025,5988
2,1,2,651,3,1,2502025,5988
3,1,2,651,4,1,2502025,5988
5,1,2,651,3,1,2502025,5988
1,1,4,652,2,1,2502121,6298
4,1,4,652,1,1,2502121,6298
5,1,4,652,4,1,2502121,6298
1,1,2,653,4,1,2502156,6721
2,1,2,653,2,1,2502156,6721
3,1,2,653,6,1,2502156,6721
4,1,2,653,4,1,2502156,6721
5,1,2,653,3,1,2502156,6721
1,1,3,654,2,1,2502218,6096
2,1,3,654,2,1,2502218,6096
3,1,3,654,3,1,2502218,6096
4,1,3,654,4,1,2502218,6096
5,1,3,654,4,1,2502218,6096
1,1,3,655,5,1,2502299,5606
2,1,3,655,4,1,2502299,5606
3,1,3,655,5,1,2502299,5606
4,1,3,655,4,1,2502299,5606
1,1,3,656,2,1,2503292,5482
4,1,3,656,2,1,2503292,5482
5,1,3,656,3,1,2503292,5482
1,1,2,657,4,1,2503815,5626
2,1,2,657,3,1,2503815,5626
3,1,2,657,1,1,2503815,5626
4,1,2,657,5,1,2503815,5626
5,1,2,657,4,1,2503815,5626
1,1,4,658,2,1,2503841,6259
2,1,4,658,5,1,2503841,6259
4,1,4,658,3,1,2503841,6259
5,1,4,658,1,1,2503841,6259
2,2,5,659,4,1,2504253,4775
3,2,5,659,5,1,2504253,4775
4,2,5,659,8,1,2504253,4775
6,2,5,659,5,1,2504253,4775
7,2,5,659,7,2,2504253,4775
8,2,5,659,3,1,2504253,4775
9,2,5,659,4,1,2504253,4775
10,2,5,659,5,1,2504253,4775
11,2,5,659,4,1,2504253,4775
12,2,5,659,5,1,2504253,4775
13,2,5,659,1,1,2504253,4775
14,2,5,659,6,1,2504253,4775
15,2,5,659,3,1,2504253,4775
16,2,5,659,2,1,2504253,4775
17,2,5,659,2,1,2504253,4775
18,2,5,659,8,1,2504253,4775
19,2,5,659,5,1,2504253,4775
20,2,5,659,5,1,2504253,4775
1,3,9,660,2,1,2504685,4137
2,3,9,660,4,1,2504685,4137
3,3,9,660,3,1,2504685,4137
4,3,9,660,6,1,2504685,4137
5,3,9,660,5,1,2504685,4137
6,3,9,660,4,1,2504685,4137
7,3,9,660,5,1,2504685,4137
8,3,9,660,5,1,2504685,4137
9,3,9,660,5,1,2504685,4137
10,3,9,660,2,1,2504685,4137
11,3,9,660,5,1,2504685,4137
12,3,9,660,3,1,2504685,4137
13,3,9,660,6,1,2504685,4137
14,3,9,660,5,1,2504685,4137
15,3,9,660,4,1,2504685,4137
16,3,9,660,3,1,2504685,4137
17,3,9,660,1,1,2504685,4137
18,3,9,660,3,1,2504685,4137
19,3,9,660,5,1,2504685,4137
20,3,9,660,4,1,2504685,4137
1,3,9,661,5,1,2504703,4464
2,3,9,661,5,1,2504703,4464
3,3,9,661,4,1,2504703,4464
5,3,9,661,2,1,2504703,4464
6,3,9,661,4,1,2504703,4464
7,3,9,661,3,1,2504703,4464
8,3,9,661,4,1,2504703,4464
9,3,9,661,2,1,2504703,4464
10,3,9,661,4,1,2504703,4464
11,3,9,661,3,1,2504703,4464
12,3,9,661,4,1,2504703,4464
13,3,9,661,5,1,2504703,4464
14,3,9,661,3,1,2504703,4464
15,3,9,661,6,1,2504703,4464
16,3,9,661,3,1,2504703,4464
17,3,9,661,5,1,2504703,4464
18,3,9,661,5,1,2504703,4464
19,3,9,661,6,1,2504703,4464
20,3,9,661,5,1,2504703,4464
1,4,12,662,4,1,2560148,4705
2,4,12,662,3,1,2560148,4705
3,4,12,662,3,1,2560148,4705
4,4,12,662,7,1,2560148,4705
5,4,12,662,4,1,2560148,4705
7,4,12,662,4,1,2560148,4705
8,4,12,662,3,1,2560148,4705
9,4,12,662,2,1,2560148,4705
10,4,12,662,4,1,2560148,4705
11,4,12,662,5,1,2560148,4705
12,4,12,662,4,1,2560148,4705
14,4,12,662,5,1,2560148,4705
15,4,12,662,2,1,2560148,4705
16,4,12,662,2,1,2560148,4705
17,4,12,662,4,1,2560148,4705
18,4,12,662,2,1,2560148,4705
19,4,12,662,5,1,2560148,4705
20,4,12,662,8,1,2560148,4705
2,4,12,663,2,1,2560327,4264
3,4,12,663,4,1,2560327,4264
5,4,12,663,3,1,2560327,4264
6,4,12,663,4,1,2560327,4264
8,4,12,663,2,1,2560327,4264
9,4,12,663,3,1,2560327,4264
10,4,12,663,5,1,2560327,4264
11,4,12,663,2,1,2560327,4264
12,4,12,663,5,1,2560327,4264
13,4,12,663,5,1,2560327,4264
14,4,12,663,7,1,2560327,4264
15,4,12,663,1,1,2560327,4264
16,4,12,663,4,1,2560327,4264
17,4,12,663,2,1,2560327,4264
18,4,12,663,3,1,2560327,4264
19,4,12,663,4,1,2560327,4264
20,4,12,663,3,1,2560327,4264
1,4,11,664,2,1,2560348,4714
2,4,11,664,2,1,2560348,4714
3,4,11,664,4,1,2560348,4714
4,4,11,664,5,1,2560348,4714
5,4,11,664,4,1,2560348,4714
6,4,11,664,5,1,2560348,4714
7,4,11,664,6,1,2560348,4714
8,4,11,664,5,1,2560348,4714
9,4,11,664,4,1,2560348,4714
